seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr11	20619185	20619490	306	*	X034077	9152	20620946	20676610	55665	+	1455	upstream	1455	SLC6A5
chr11	20619665	20619844	180	*	X034078	9152	20620946	20676610	55665	+	1101	upstream	1101	SLC6A5
chr11	20620070	20620249	180	*	X034079	9152	20620946	20676610	55665	+	696	upstream	696	SLC6A5
chr11	20690315	20690599	285	*	X034098	4745	20691117	21597229	906113	+	517	upstream	517	NELL1
chr11	20691173	20691176	4	*	X034099	4745	20691117	21597229	906113	+	0	inside	55	NELL1
chr11	22688296	22688475	180	*	X034111	2620	22688160	22834547	146388	+	0	inside	135	GAS2
chr11	31836166	31836300	135	*	X034135	440034	31838114	31908587	70474	+	1813	upstream	1813	PAX6-AS1
chr11	31836166	31836300	135	*	X034135	5954	31838114	32127272	289159	+	1813	upstream	1813	RCN1
chr11	31836466	31836720	255	*	X034136	440034	31838114	31908587	70474	+	1393	upstream	1393	PAX6-AS1
chr11	31836466	31836720	255	*	X034136	5954	31838114	32127272	289159	+	1393	upstream	1393	RCN1
chr11	31837022	31837171	150	*	X034137	440034	31838114	31908587	70474	+	942	upstream	942	PAX6-AS1
chr11	31837022	31837171	150	*	X034137	5954	31838114	32127272	289159	+	942	upstream	942	RCN1
chr11	31837442	31837650	209	*	X034138	440034	31838114	31908587	70474	+	463	upstream	463	PAX6-AS1
chr11	31837442	31837650	209	*	X034138	5954	31838114	32127272	289159	+	463	upstream	463	RCN1
chr11	31838327	31838506	180	*	X034139	440034	31838114	31908587	70474	+	0	inside	212	PAX6-AS1
chr11	31838327	31838506	180	*	X034139	5954	31838114	32127272	289159	+	0	inside	212	RCN1
chr11	31838956	31839210	255	*	X034141	5080	31806340	31839509	33170	-	0	inside	298	PAX6
chr11	31839257	31839466	210	*	X034142	5080	31806340	31839509	33170	-	0	inside	42	PAX6
chr11	31839586	31839690	105	*	X034143	5080	31806340	31839509	33170	-	76	upstream	76	PAX6
chr11	31840277	31840396	120	*	X034144	5080	31806340	31839509	33170	-	767	upstream	767	PAX6
chr11	31840517	31840771	255	*	X034145	5080	31806340	31839509	33170	-	1007	upstream	1007	PAX6
chr11	32816603	32816722	120	*	X034203	493860	32623626	32816204	192579	-	398	upstream	398	CCDC73
chr11	32817416	32817700	285	*	X034204	493860	32623626	32816204	192579	-	1211	upstream	1211	CCDC73
chr11	32851286	32851570	285	*	X034205	79056	32851481	32879669	28189	+	0	overlapStart	0	PRRG4
chr11	32851703	32851867	165	*	X034206	79056	32851481	32879669	28189	+	0	inside	221	PRRG4
chr11	33563659	33563943	285	*	X034227	25758	33563877	33695646	131770	+	0	overlapStart	0	KIAA1549L
chr11	33564019	33564213	195	*	X034228	25758	33563877	33695646	131770	+	0	inside	141	KIAA1549L
chr11	34379136	34379270	135	*	X034382	25841	34172534	34379555	207022	-	0	inside	284	ABTB2
chr11	34379286	34379332	47	*	X034383	25841	34172534	34379555	207022	-	0	inside	222	ABTB2
chr11	35160087	35160281	195	*	X034408	960	35160417	35253949	93533	+	135	upstream	135	CD44
chr11	35160402	35160821	420	*	X034409	960	35160417	35253949	93533	+	0	overlapStart	0	CD44
chr11	35441309	35441605	297	*	X034431	6506	35272752	35441610	168859	-	0	inside	4	SLC1A2
chr11	35441631	35441870	240	*	X034432	6506	35272752	35441610	168859	-	20	upstream	20	SLC1A2
chr11	35639570	35639764	195	*	X034460	24147	35639735	35642421	2687	+	0	overlapStart	0	FJX1
chr11	43579297	43579581	285	*	X034566	100313777	43581206	43581303	98	+	1624	upstream	1624	MIR670
chr11	43600978	43601181	204	*	X034578	406918	43602944	43603033	90	+	1762	upstream	1762	MIR129-2
chr11	43601257	43601496	240	*	X034579	406918	43602944	43603033	90	+	1447	upstream	1447	MIR129-2
chr11	43601527	43601670	144	*	X034580	406918	43602944	43603033	90	+	1273	upstream	1273	MIR129-2
chr11	43602517	43602921	405	*	X034581	406918	43602944	43603033	90	+	22	upstream	22	MIR129-2
chr11	43603004	43603393	390	*	X034582	406918	43602944	43603033	90	+	0	overlapEnd	59	MIR129-2
chr11	44331269	44331418	150	*	X034642	60529	44282278	44331716	49439	-	0	inside	297	ALX4
chr11	44331599	44331698	100	*	X034643	60529	44282278	44331716	49439	-	0	inside	17	ALX4
chr11	44331992	44332100	109	*	X034644	60529	44282278	44331716	49439	-	275	upstream	275	ALX4
chr11	44332139	44332273	135	*	X034645	60529	44282278	44331716	49439	-	422	upstream	422	ALX4
chr11	44332754	44332769	16	*	X034646	60529	44282278	44331716	49439	-	1037	upstream	1037	ALX4
chr11	44332816	44332888	73	*	X034647	60529	44282278	44331716	49439	-	1099	upstream	1099	ALX4
chr11	44333331	44333480	150	*	X034648	60529	44282278	44331716	49439	-	1614	upstream	1614	ALX4
chr11	44993659	44993861	203	*	X034931	221122	44995453	44999578	4126	+	1591	upstream	1591	LINC02685
chr11	44993982	44994131	150	*	X034932	221122	44995453	44999578	4126	+	1321	upstream	1321	LINC02685
chr11	44995044	44995178	135	*	X034933	221122	44995453	44999578	4126	+	274	upstream	274	LINC02685
chr11	44995332	44995496	165	*	X034934	221122	44995453	44999578	4126	+	0	overlapStart	0	LINC02685
chr11	45113516	45113650	135	*	X034963	56981	45115564	45256675	141112	+	1913	upstream	1913	PRDM11
chr11	45114416	45114565	150	*	X034964	56981	45115564	45256675	141112	+	998	upstream	998	PRDM11
chr11	45115128	45115165	38	*	X034965	56981	45115564	45256675	141112	+	398	upstream	398	PRDM11
chr11	45115250	45115384	135	*	X034966	56981	45115564	45256675	141112	+	179	upstream	179	PRDM11
chr11	45115760	45115866	107	*	X034967	56981	45115564	45256675	141112	+	0	inside	195	PRDM11
chr11	45307843	45307992	150	*	X035023	57586	45261853	45307884	46032	-	0	overlapStart	0	SYT13
chr11	45308848	45308967	120	*	X035024	57586	45261853	45307884	46032	-	963	upstream	963	SYT13
chr11	45686769	45686918	150	*	X035122	8534	45669239	45687206	17968	-	0	inside	287	CHST1
chr11	45686988	45687068	81	*	X035123	8534	45669239	45687206	17968	-	0	inside	137	CHST1
chr11	45687401	45687518	118	*	X035124	8534	45669239	45687206	17968	-	194	upstream	194	CHST1
chr11	45687534	45687683	150	*	X035125	8534	45669239	45687206	17968	-	327	upstream	327	CHST1
chr11	45688674	45688910	237	*	X035126	8534	45669239	45687206	17968	-	1467	upstream	1467	CHST1
chr11	45743944	45744078	135	*	X035156	100507384	45743858	45746106	2249	+	0	inside	85	LOC100507384
chr11	45790963	45791082	120	*	X035174	374387	45792983	45793909	927	+	1900	upstream	1900	LINC02716
chr11	45792733	45792882	150	*	X035175	374387	45792983	45793909	927	+	100	upstream	100	LINC02716
chr11	46352361	46352525	165	*	X035188	8525	46354455	46402104	47650	+	1929	upstream	1929	DGKZ
chr11	46352962	46353156	195	*	X035189	8525	46354455	46402104	47650	+	1298	upstream	1298	DGKZ
chr11	46353921	46354100	180	*	X035190	8525	46354455	46402104	47650	+	354	upstream	354	DGKZ
chr11	46354177	46354591	415	*	X035191	8525	46354455	46402104	47650	+	0	overlapStart	0	DGKZ
chr11	46354645	46354760	116	*	X035192	8525	46354455	46402104	47650	+	0	inside	189	DGKZ
chr11	46939958	46940012	55	*	X035234	4038	46878268	46940173	61906	-	0	inside	160	LRP4
chr11	46940392	46940497	106	*	X035235	4038	46878268	46940173	61906	-	218	upstream	218	LRP4
chr11	46940573	46940752	180	*	X035236	4038	46878268	46940173	61906	-	399	upstream	399	LRP4
chr11	47208830	47208909	80	*	X035238	29763	47199073	47208010	8938	-	819	upstream	819	PACSIN3
chr11	47614963	47615712	750	*	X035256	114900	47611216	47615961	4746	-	0	inside	248	C1QTNF4
chr11	47615788	47615887	100	*	X035257	114900	47611216	47615961	4746	-	0	inside	73	C1QTNF4
chr11	47615978	47616102	125	*	X035258	114900	47611216	47615961	4746	-	16	upstream	16	C1QTNF4
chr11	47616463	47616822	360	*	X035259	114900	47611216	47615961	4746	-	501	upstream	501	C1QTNF4
chr11	47616898	47617077	180	*	X035260	114900	47611216	47615961	4746	-	936	upstream	936	C1QTNF4
chr11	47617288	47617628	341	*	X035261	114900	47611216	47615961	4746	-	1326	upstream	1326	C1QTNF4
chr11	56947432	56947513	82	*	X035265	219527	56949221	56959188	9968	+	1707	upstream	1707	LRRC55
chr11	56947574	56948563	990	*	X035266	219527	56949221	56959188	9968	+	657	upstream	657	LRRC55
chr11	56948782	56948961	180	*	X035267	219527	56949221	56959188	9968	+	259	upstream	259	LRRC55
chr11	56948992	56949246	255	*	X035268	219527	56949221	56959188	9968	+	0	overlapStart	0	LRRC55
chr11	56949427	56949576	150	*	X035269	219527	56949221	56959188	9968	+	0	inside	205	LRRC55
chr11	57310045	57310164	120	*	X035290	219537	57310114	57317747	7634	+	0	overlapStart	0	SMTNL1
chr11	58873961	58874125	165	*	X035340	374393	58874658	58894888	20231	+	532	upstream	532	FAM111B
chr11	58874855	58874974	120	*	X035341	374393	58874658	58894888	20231	+	0	inside	196	FAM111B
chr11	60523162	60523266	105	*	X035392	219995	60524340	60544204	19865	+	1073	upstream	1073	MS4A15
chr11	60524379	60524421	43	*	X035393	219995	60524340	60544204	19865	+	0	inside	38	MS4A15
chr11	60692055	60692149	95	*	X035456	54972	60691913	60704631	12719	+	0	inside	141	TMEM132A
chr11	60692180	60692688	509	*	X035457	54972	60691913	60704631	12719	+	0	inside	266	TMEM132A
chr11	60719325	60719848	524	*	X035499	51296	60704555	60719257	14703	-	67	upstream	67	SLC15A3
chr11	60720179	60720328	150	*	X035500	51296	60704555	60719257	14703	-	921	upstream	921	SLC15A3
chr11	60738170	60738289	120	*	X035507	923	60739113	60787848	48736	+	823	upstream	823	CD6
chr11	60738569	60738688	120	*	X035508	923	60739113	60787848	48736	+	424	upstream	424	CD6
chr11	60739025	60739129	105	*	X035509	923	60739113	60787848	48736	+	0	overlapStart	0	CD6
chr11	60870180	60870293	114	*	X035604	921	60869930	60895323	25394	+	0	inside	249	CD5
chr11	60969382	60969683	302	*	X035644	643834	60970984	60980350	9367	+	1300	upstream	1300	PGA3
chr11	61248037	61248069	33	*	X035654	220004	61248585	61258400	9816	+	515	upstream	515	PPP1R32
chr11	61248692	61248966	275	*	X035655	220004	61248585	61258400	9816	+	0	inside	106	PPP1R32
chr11	61274865	61274984	120	*	X035684	100616470	61276068	61276129	62	+	1083	upstream	1083	MIR4488
chr11	61274865	61274984	120	*	X035684	390205	61276272	61278490	2219	+	1287	upstream	1287	LRRC10B
chr11	61275465	61275614	150	*	X035685	100616470	61276068	61276129	62	+	453	upstream	453	MIR4488
chr11	61275465	61275614	150	*	X035685	390205	61276272	61278490	2219	+	657	upstream	657	LRRC10B
chr11	61275660	61275764	105	*	X035686	100616470	61276068	61276129	62	+	303	upstream	303	MIR4488
chr11	61275660	61275764	105	*	X035686	390205	61276272	61278490	2219	+	507	upstream	507	LRRC10B
chr11	61275990	61276169	180	*	X035687	100616470	61276068	61276129	62	+	0	includeFeature	0	MIR4488
chr11	61275990	61276169	180	*	X035687	390205	61276272	61278490	2219	+	102	upstream	102	LRRC10B
chr11	61276483	61276514	32	*	X035688	390205	61276272	61278490	2219	+	0	inside	210	LRRC10B
chr11	61347977	61348201	225	*	X035762	9066	61281188	61348344	67157	-	0	inside	142	SYT7
chr11	61349509	61349763	255	*	X035763	9066	61281188	61348344	67157	-	1164	upstream	1164	SYT7
chr11	61349809	61349988	180	*	X035764	9066	61281188	61348344	67157	-	1464	upstream	1464	SYT7
chr11	61350169	61350408	240	*	X035765	9066	61281188	61348344	67157	-	1824	upstream	1824	SYT7
chr11	61381007	61381201	195	*	X035797	113157	61382508	61406921	24414	+	1306	upstream	1306	RPLP0P2
chr11	61381412	61381726	315	*	X035798	113157	61382508	61406921	24414	+	781	upstream	781	RPLP0P2
chr11	61446891	61447010	120	*	X035832	747	61447905	61514474	66570	+	894	upstream	894	DAGLA
chr11	61447105	61447106	2	*	X035833	747	61447905	61514474	66570	+	798	upstream	798	DAGLA
chr11	61447294	61447374	81	*	X035834	747	61447905	61514474	66570	+	530	upstream	530	DAGLA
chr11	61447416	61447706	291	*	X035835	747	61447905	61514474	66570	+	198	upstream	198	DAGLA
chr11	61448031	61448289	259	*	X035836	747	61447905	61514474	66570	+	0	inside	125	DAGLA
chr11	61957144	61957278	135	*	X035920	10648	61957710	61961009	3300	+	431	upstream	431	SCGB1D1
chr11	61957433	61957537	105	*	X035921	10648	61957710	61961009	3300	+	172	upstream	172	SCGB1D1
chr11	61974875	61975052	178	*	X035930	4246	61976140	61981411	5272	+	1087	upstream	1087	SCGB2A1
chr11	61976223	61976372	150	*	X035931	4246	61976140	61981411	5272	+	0	inside	82	SCGB2A1
chr11	62009370	62009372	3	*	X035933	10647	62009724	62012280	2557	+	351	upstream	351	SCGB1D2
chr11	62009598	62009732	135	*	X035934	10647	62009724	62012280	2557	+	0	overlapStart	0	SCGB1D2
chr11	62037738	62037887	150	*	X035936	4250	62037630	62040628	2999	+	0	inside	107	SCGB2A2
chr11	62067929	62068048	120	*	X035937	404552	62063754	62066536	2783	-	1392	upstream	1392	SCGB1D4
chr11	62752266	62752385	120	*	X035989	9356	62744069	62752495	8427	-	0	inside	109	SLC22A6
chr11	62782899	62783288	390	*	X036016	9376	62756626	62783317	26692	-	0	inside	28	SLC22A8
chr11	62783454	62783678	225	*	X036017	9376	62756626	62783317	26692	-	136	upstream	136	SLC22A8
chr11	62783811	62783975	165	*	X036018	9376	62756626	62783317	26692	-	493	upstream	493	SLC22A8
chr11	64058781	64058787	7	*	X036052	50801	64058793	64072239	13447	+	5	upstream	5	KCNK4
chr11	64059046	64059240	195	*	X036053	50801	64058793	64072239	13447	+	0	inside	252	KCNK4
chr11	64064851	64064985	135	*	X036065	25858	64066818	64072239	5422	+	1832	upstream	1832	CATSPERZ
chr11	64065481	64065585	105	*	X036066	25858	64066818	64072239	5422	+	1232	upstream	1232	CATSPERZ
chr11	64215174	64215308	135	*	X036106	100996455	64216529	64219128	2600	+	1220	upstream	1220	LINC02724
chr11	64215909	64216013	105	*	X036107	100996455	64216529	64219128	2600	+	515	upstream	515	LINC02724
chr11	64216254	64216296	43	*	X036108	100996455	64216529	64219128	2600	+	232	upstream	232	LINC02724
chr11	64357023	64357229	207	*	X036199	116085	64358282	64369825	11544	+	1052	upstream	1052	SLC22A12
chr11	64357588	64357651	64	*	X036200	116085	64358282	64369825	11544	+	630	upstream	630	SLC22A12
chr11	64357923	64358507	585	*	X036201	116085	64358282	64369825	11544	+	0	overlapStart	0	SLC22A12
chr11	65599913	65600017	105	*	X036353	254122	65601410	65621172	19763	+	1392	upstream	1392	SNX32
chr11	65600228	65600482	255	*	X036354	254122	65601410	65621172	19763	+	927	upstream	927	SNX32
chr11	65601480	65601637	158	*	X036355	254122	65601410	65621172	19763	+	0	inside	69	SNX32
chr11	67291037	67291165	129	*	X036418	51475	67286418	67290899	4482	-	137	upstream	137	CABP2
chr11	67291204	67291690	487	*	X036419	51475	67286418	67290899	4482	-	304	upstream	304	CABP2
chr11	67291789	67292039	251	*	X036420	51475	67286418	67290899	4482	-	889	upstream	889	CABP2
chr11	67406990	67407109	120	*	X036421	347853	67398774	67407031	8258	-	0	overlapStart	0	TBX10
chr11	67407210	67407344	135	*	X036422	347853	67398774	67407031	8258	-	178	upstream	178	TBX10
chr11	67408220	67408489	270	*	X036423	347853	67398774	67407031	8258	-	1188	upstream	1188	TBX10
chr11	67417747	67417956	210	*	X036428	91703	67410026	67418130	8105	-	0	inside	173	ACY3
chr11	67982339	67982518	180	*	X036476	51111	67923507	67981068	57562	-	1270	upstream	1270	KMT5B
chr11	67983016	67983225	210	*	X036477	51111	67923507	67981068	57562	-	1947	upstream	1947	KMT5B
chr11	68748473	68748589	117	*	X036562	116512	68747490	68748455	966	-	17	upstream	17	MRGPRD
chr11	68780152	68780552	401	*	X036589	116535	68771862	68780850	8989	-	0	inside	297	MRGPRF
chr11	68780628	68780730	103	*	X036590	116535	68771862	68780850	8989	-	0	inside	119	MRGPRF
chr11	68781515	68781606	92	*	X036591	116535	68771862	68780850	8989	-	664	upstream	664	MRGPRF
chr11	68781772	68782041	270	*	X036592	116535	68771862	68780850	8989	-	921	upstream	921	MRGPRF
chr11	68782278	68782412	135	*	X036593	116535	68771862	68780850	8989	-	1427	upstream	1427	MRGPRF
chr11	68782447	68782641	195	*	X036594	116535	68771862	68780850	8989	-	1596	upstream	1596	MRGPRF
chr11	68782803	68783211	409	*	X036595	116535	68771862	68780850	8989	-	1952	upstream	1952	MRGPRF
chr11	69455018	69455167	150	*	X036887	595	69455873	69469242	13370	+	705	upstream	705	CCND1
chr11	69455412	69455621	210	*	X036888	595	69455873	69469242	13370	+	251	upstream	251	CCND1
chr11	69455697	69455767	71	*	X036889	595	69455873	69469242	13370	+	105	upstream	105	CCND1
chr11	69455952	69456086	135	*	X036890	595	69455873	69469242	13370	+	0	inside	78	CCND1
chr11	69519676	69520130	455	*	X036902	9965	69513006	69519106	6101	-	569	upstream	569	FGF19
chr11	69520343	69520732	390	*	X036903	9965	69513006	69519106	6101	-	1236	upstream	1236	FGF19
chr11	69590211	69590465	255	*	X036961	2249	69587797	69590171	2375	-	39	upstream	39	FGF4
chr11	69590586	69590759	174	*	X036962	2249	69587797	69590171	2375	-	414	upstream	414	FGF4
chr11	69591096	69591175	80	*	X036963	2249	69587797	69590171	2375	-	924	upstream	924	FGF4
chr11	69591285	69591434	150	*	X036964	2249	69587797	69590171	2375	-	1113	upstream	1113	FGF4
chr11	69591576	69591905	330	*	X036965	2249	69587797	69590171	2375	-	1404	upstream	1404	FGF4
chr11	69592116	69592325	210	*	X036966	2249	69587797	69590171	2375	-	1944	upstream	1944	FGF4
chr11	69634411	69634575	165	*	X037000	2248	69624736	69634192	9457	-	218	upstream	218	FGF3
chr11	69634591	69634770	180	*	X037001	2248	69624736	69634192	9457	-	398	upstream	398	FGF3
chr11	69634860	69634900	41	*	X037002	2248	69624736	69634192	9457	-	667	upstream	667	FGF3
chr11	69634954	69635144	191	*	X037003	2248	69624736	69634192	9457	-	761	upstream	761	FGF3
chr11	69635235	69635369	135	*	X037004	2248	69624736	69634192	9457	-	1042	upstream	1042	FGF3
chr11	69922345	69922487	143	*	X037133	55107	69924408	70035652	111245	+	1920	upstream	1920	ANO1
chr11	69923065	69923169	105	*	X037134	55107	69924408	70035652	111245	+	1238	upstream	1238	ANO1
chr11	69923373	69923522	150	*	X037135	55107	69924408	70035652	111245	+	885	upstream	885	ANO1
chr11	69923590	69923754	165	*	X037136	55107	69924408	70035652	111245	+	653	upstream	653	ANO1
chr11	69923943	69924227	285	*	X037137	55107	69924408	70035652	111245	+	180	upstream	180	ANO1
chr11	70115577	70115711	135	*	X037252	8500	70116806	70230607	113802	+	1094	upstream	1094	PPFIA1
chr11	70475136	70475375	240	*	X037411	100874198	70477199	70481595	4397	+	1823	upstream	1823	SHANK2-AS1
chr11	70475561	70475990	430	*	X037412	100874198	70477199	70481595	4397	+	1208	upstream	1208	SHANK2-AS1
chr11	70476966	70477085	120	*	X037413	100874198	70477199	70481595	4397	+	113	upstream	113	SHANK2-AS1
chr11	70477431	70477550	120	*	X037414	100874198	70477199	70481595	4397	+	0	inside	231	SHANK2-AS1
chr11	70718942	70719042	101	*	X037552	100500844	70718375	70718473	99	-	468	upstream	468	MIR3664
chr11	71135069	71135323	255	*	X037735	399923	71116792	71134400	17609	-	668	upstream	668	ACTE1P
chr11	71238602	71238694	93	*	X037745	440050	71238313	71239210	898	+	0	inside	288	KRTAP5-7
chr11	71248976	71249080	105	*	X037747	57830	71249071	71250253	1183	+	0	overlapStart	0	KRTAP5-8
chr11	71249199	71249393	195	*	X037748	57830	71249071	71250253	1183	+	0	inside	127	KRTAP5-8
chr11	71257303	71257542	240	*	X037760	3846	71259466	71260653	1188	+	1923	upstream	1923	KRTAP5-9
chr11	71257824	71257988	165	*	X037761	3846	71259466	71260653	1188	+	1477	upstream	1477	KRTAP5-9
chr11	71258229	71258363	135	*	X037762	3846	71259466	71260653	1188	+	1102	upstream	1102	KRTAP5-9
chr11	71259099	71259323	225	*	X037763	3846	71259466	71260653	1188	+	142	upstream	142	KRTAP5-9
chr11	71259687	71259687	1	*	X037764	3846	71259466	71260653	1188	+	0	inside	220	KRTAP5-9
chr11	71274792	71274911	120	*	X037770	387273	71276609	71277666	1058	+	1697	upstream	1697	KRTAP5-10
chr11	71275062	71275316	255	*	X037771	387273	71276609	71277666	1058	+	1292	upstream	1292	KRTAP5-10
chr11	71293556	71293840	285	*	X037782	440051	71292901	71293921	1021	-	0	inside	80	KRTAP5-11
chr11	71295504	71295595	92	*	X037783	440051	71292901	71293921	1021	-	1582	upstream	1582	KRTAP5-11
chr11	71295712	71296041	330	*	X037784	440051	71292901	71293921	1021	-	1790	upstream	1790	KRTAP5-11
chr11	71955444	71955658	215	*	X037795	401	71950121	71955220	5100	-	223	upstream	223	PHOX2A
chr11	71955687	71955821	135	*	X037796	401	71950121	71955220	5100	-	466	upstream	466	PHOX2A
chr11	71955867	71956393	527	*	X037797	401	71950121	71955220	5100	-	646	upstream	646	PHOX2A
chr11	72326190	72326320	131	*	X037890	406931	72326107	72326174	68	-	15	upstream	15	MIR139
chr11	72326522	72326671	150	*	X037891	406931	72326107	72326174	68	-	347	upstream	347	MIR139
